gene	NA	NA	Protein-RPE-1-21-3	NA
RANBP6	NA	NA	-0.1164501	NA
NTMT1	NA	NA	-0.06018578	NA
TEX10	NA	NA	-0.225275	NA
C9orf78	NA	NA	-1.011639	NA
SPIN1	NA	NA	-0.8861209	NA
RPS6	NA	NA	NaN	NA
SEC16A	NA	NA	0.118492	NA
IARS	NA	NA	0.06561187	NA
DDX58	NA	NA	0.6159944	NA
PRRC2B	NA	NA	-0.08963376	NA
FOCAD	NA	NA	0.3823253	NA
KIAA0020	NA	NA	-0.4399954	NA
HNRNPK	NA	NA	-0.4712395	NA
RABL6	NA	NA	-0.3076616	NA
SPTAN1	NA	NA	0.1204668	NA
SPTAN1	NA	NA	0.2083657	NA
FKBP15	NA	NA	-0.2118844	NA
PTBP3	NA	NA	-0.30381	NA
BCCIP	NA	NA	-0.2753647	NA
ANXA7	NA	NA	0.1981791	NA
EIF4EBP2	NA	NA	0.4223371	NA
ARL3	NA	NA	0.1144412	NA
HNRNPF	NA	NA	-0.585251	NA
MKI67	NA	NA	-1.087055	NA
CHUK	NA	NA	-0.3491388	NA
TIAL1	NA	NA	-0.222681	NA
CDC123	NA	NA	-0.3126651	NA
BMS1	NA	NA	-0.3563693	NA
LIPA	NA	NA	1.233583	NA
ERLIN1	NA	NA	-0.3039269	NA
GLRX3	NA	NA	-0.2161133	NA
ALDH18A1	NA	NA	-0.1368476	NA
PIP4K2A	NA	NA	0.1911455	NA
PFKP	NA	NA	-0.3960498	NA
P4HA1	NA	NA	-0.2498701	NA
CTBP2	NA	NA	-0.5838079	NA
PDLIM1	NA	NA	0.1551162	NA
HELLS	NA	NA	-0.5814958	NA
EXOC6	NA	NA	-0.00950285	NA
HSPA12A	NA	NA	-0.0779266	NA
PSAP	NA	NA	1.024884	NA
IFIT5	NA	NA	0.02080873	NA
KIF5B	NA	NA	0.007927733	NA
RGS10	NA	NA	-0.3153344	NA
BUB3	NA	NA	-0.3068455	NA
HNRNPH3	NA	NA	-0.2605076	NA
AIFM2	NA	NA	0.3038638	NA
CUL2	NA	NA	-0.09558698	NA
DNAJB12	NA	NA	-0.48656	NA
RAB18	NA	NA	-0.1457426	NA
PPA1	NA	NA	0.01933129	NA
DOCK1	NA	NA	0.01380023	NA
HPS6	NA	NA	0.3423768	NA
TUBAL3	NA	NA	-0.000865332	NA
COMMD3	NA	NA	-0.08283252	NA
DDX21	NA	NA	-0.9697492	NA
SAR1A	NA	NA	-0.2103887	NA
THNSL1	NA	NA	0.2238286	NA
SIRT1	NA	NA	-0.863124	NA
RSU1	NA	NA	0.3025465	NA
KIN	NA	NA	-0.3781356	NA
HK1	NA	NA	0.5952277	NA
IFIT1	NA	NA	0.417078	NA
SVIL	NA	NA	0.07796963	NA
RPP38	NA	NA	-0.2945699	NA
RPP30	NA	NA	-0.2047668	NA
GSTO1	NA	NA	0.6439914	NA
PI4K2A	NA	NA	0.4846508	NA
STAM	NA	NA	0.1523237	NA
CISD1	NA	NA	-0.2919571	NA
TFAM	NA	NA	-0.2002533	NA
MYOF	NA	NA	0.3586389	NA
PRPF18	NA	NA	-0.9746761	NA
GBF1	NA	NA	-0.05255497	NA
OAT	NA	NA	0.1860157	NA
SLK	NA	NA	-0.1765781	NA
VDAC2	NA	NA	-0.4162318	NA
POLR3A	NA	NA	0.2290993	NA
IFIT3	NA	NA	0.3510191	NA
ACADSB	NA	NA	0.02973527	NA
SEC24C	NA	NA	0.1195417	NA
BTAF1	NA	NA	-0.5627674	NA
PRDX3	NA	NA	0.2854072	NA
ECHS1	NA	NA	0.1489766	NA
SMNDC1	NA	NA	-0.5407006	NA
NPM3	NA	NA	-0.3555802	NA
PPIF	NA	NA	0.1360774	NA
CDK1	NA	NA	-0.6497535	NA
SEC23IP	NA	NA	0.005188662	NA
ECD	NA	NA	0.1383146	NA
FAM107B	NA	NA	-0.3577209	NA
PPP3CB	NA	NA	NaN	NA
NDUFB8	NA	NA	-3.042049	NA
EIF3A	NA	NA	-0.2007554	NA
SEPHS1	NA	NA	-0.1654296	NA
ACTR1A	NA	NA	0.1332898	NA
TUBGCP2	NA	NA	-0.3430097	NA
AKR1C2	NA	NA	5.440655	NA
RPS24	NA	NA	-0.3674829	NA
PAPSS2	NA	NA	0.3248705	NA
TACC2	NA	NA	NaN	NA
TM9SF3	NA	NA	0.003495609	NA
GDI2	NA	NA	0.03762135	NA
DDX50	NA	NA	-0.7076132	NA
AP3M1	NA	NA	0.1549074	NA
EXOSC1	NA	NA	-0.4487267	NA
MRPS16	NA	NA	0.06809449	NA
YME1L1	NA	NA	-0.3081279	NA
VTI1A	NA	NA	-0.1795111	NA
ANAPC16	NA	NA	-0.5634511	NA
USMG5	NA	NA	-1.434561	NA
DPCD	NA	NA	-0.04383064	NA
WAC	NA	NA	0.2323113	NA
SGPL1	NA	NA	-0.007195524	NA
CUEDC2	NA	NA	-0.3805724	NA
RRP12	NA	NA	-0.2561654	NA
CWF19L1	NA	NA	NaN	NA
NOC3L	NA	NA	-0.2469553	NA
KIAA1217	NA	NA	0.4863215	NA
TRUB1	NA	NA	0.1643183	NA
MTPAP	NA	NA	-0.05880137	NA
MMS19	NA	NA	0.1217849	NA
DNAJC9	NA	NA	-0.8368937	NA
REEP3	NA	NA	-0.08922691	NA
TSPAN14	NA	NA	-0.298541	NA
NRP1	NA	NA	-0.2458607	NA
PDZD8	NA	NA	-0.3482818	NA
ATAD1	NA	NA	-0.1147669	NA
MCU	NA	NA	0.01949666	NA
DNMBP	NA	NA	0.1064669	NA
RBM17	NA	NA	-0.4404207	NA
ACBD5	NA	NA	-0.5848647	NA
VDAC2	NA	NA	0.4243971	NA
NOLC1	NA	NA	-0.9611046	NA
CASP7	NA	NA	-0.2861716	NA
CCAR1	NA	NA	-0.4266405	NA
ARHGAP12	NA	NA	-0.1825441	NA
ITGB1	NA	NA	0.2855127	NA
ATE1	NA	NA	0.04063036	NA
PCBD1	NA	NA	0.07257375	NA
GOT1	NA	NA	0.4165002	NA
SMC3	NA	NA	-0.7657044	NA
IDI1	NA	NA	0.4230233	NA
IDE	NA	NA	-0.08474462	NA
ADD3	NA	NA	-0.1856129	NA
H2AFY2	NA	NA	0.1110406	NA
ADK	NA	NA	0.07008785	NA
PDCD4	NA	NA	0.3448313	NA
FAM160B1	NA	NA	-0.132511	NA
VCL	NA	NA	0.2002495	NA
AKR1C3	NA	NA	4.696265	NA
HSPA14	NA	NA	-0.3936358	NA
MINPP1	NA	NA	-0.2223099	NA
MICU1	NA	NA	-0.05561214	NA
PLAU	NA	NA	-0.01549757	NA
NUDT5	NA	NA	0.128251	NA
SHOC2	NA	NA	0.008392031	NA
SCD	NA	NA	-0.7614215	NA
FAM175B	NA	NA	-0.001009547	NA
NRP1	NA	NA	-0.3491388	NA
HIF1AN	NA	NA	-0.0246034	NA
CUTC	NA	NA	-0.0852886	NA
UPF2	NA	NA	-0.2390314	NA
NHLRC2	NA	NA	-0.06474492	NA
OPTN	NA	NA	0.1728639	NA
KIF11	NA	NA	-0.502738	NA
PLEKHA1	NA	NA	NaN	NA
ABLIM1	NA	NA	-0.4516463	NA
HERC4	NA	NA	-0.1068843	NA
WAPAL	NA	NA	-0.6423781	NA
JMJD1C	NA	NA	-0.5107595	NA
GTPBP4	NA	NA	-0.4928273	NA
ATP5C1	NA	NA	0.1238898	NA
PDCD11	NA	NA	-0.3011193	NA
VPS26A	NA	NA	0.1319612	NA
DLG5	NA	NA	-0.1149001	NA
WDR11	NA	NA	-0.05408444	NA
SUPV3L1	NA	NA	0.1849493	NA
MARCH5	NA	NA	-0.3106892	NA
ERCC6	NA	NA	-0.5443864	NA
VIM	NA	NA	0.05523146	NA
COX15	NA	NA	0.4609654	NA
ABI1	NA	NA	0.2552189	NA
ASCC1	NA	NA	NaN	NA
ASCC1	NA	NA	0.03602282	NA
KIAA1598	NA	NA	-0.03012423	NA
FAM21A	NA	NA	NaN	NA
FAM21C	NA	NA	NaN	NA
CCNY	NA	NA	0.5202313	NA
PARG	NA	NA	-0.3265373	NA
MGEA5	NA	NA	0.09819661	NA
KIAA1279	NA	NA	-0.2869994	NA
NMT2	NA	NA	NaN	NA
PGAM1	NA	NA	0.2730991	NA
GHITM	NA	NA	1.099247	NA
CSTF2T	NA	NA	-0.3735681	NA
MCMBP	NA	NA	-0.9588798	NA
TIMM23	NA	NA	-0.04530323	NA
TIMM23B	NA	NA	-0.04530323	NA
BAG3	NA	NA	0.3371565	NA
DHX32	NA	NA	0.05902901	NA
TIAL1	NA	NA	0.03742881	NA
C10orf76	NA	NA	-0.2503553	NA
UROS	NA	NA	0.3455277	NA
PITRM1	NA	NA	0.1919032	NA
FAM21A	NA	NA	0.2553738	NA
FAM21B	NA	NA	0.2553738	NA
FAM21C	NA	NA	0.2553738	NA
XPNPEP1	NA	NA	0.1063583	NA
SFXN3	NA	NA	0.1353484	NA
NFKB2	NA	NA	-0.220206	NA
CCDC6	NA	NA	-0.168642	NA
ANXA11	NA	NA	0.2101789	NA
TIMM23	NA	NA	NaN	NA
TIMM23B	NA	NA	NaN	NA
ANK3	NA	NA	0.110014	NA
ERCC6	NA	NA	0.5541466	NA
C10orf118	NA	NA	0.1221773	NA
PITRM1	NA	NA	-0.5388361	NA
LARP4B	NA	NA	-0.2078929	NA
HRAS	NA	NA	0.03871759	NA
CD81	NA	NA	-0.7082314	NA
OTUB1	NA	NA	-0.01406949	NA
MRPL16	NA	NA	-0.02587928	NA
HYOU1	NA	NA	-0.04418428	NA
RBM7	NA	NA	-0.5394319	NA
TIMM10	NA	NA	-0.1174291	NA
PRCP	NA	NA	0.3793761	NA
VPS51	NA	NA	-0.03590542	NA
ENDOD1	NA	NA	0.460191	NA
FAM118B	NA	NA	-0.1583453	NA
FKBP2	NA	NA	-0.02147971	NA
PIK3C2A	NA	NA	0.03389446	NA
SLC25A22	NA	NA	0.070921	NA
DRAP1	NA	NA	-0.3823906	NA
ARL2	NA	NA	-0.1728715	NA
C11orf58	NA	NA	-0.02431958	NA
RBM4B	NA	NA	-0.2701102	NA
RBM4	NA	NA	-0.2701102	NA
ACP2	NA	NA	0.7058371	NA
MTCH2	NA	NA	0.4745124	NA
HSPA8	NA	NA	-0.2060179	NA
EXT2	NA	NA	2.06551	NA
CLNS1A	NA	NA	0.1043655	NA
PRPF19	NA	NA	-0.3846025	NA
SSRP1	NA	NA	-0.7765251	NA
RAD9A	NA	NA	-0.6017917	NA
MRPL11	NA	NA	-0.2262619	NA
CORO1B	NA	NA	0.4085888	NA
IPO7	NA	NA	-0.3766238	NA
HSD17B12	NA	NA	0.2714264	NA
TRAPPC4	NA	NA	0.2001003	NA
PPME1	NA	NA	0.3601567	NA
RPLP2	NA	NA	-0.2871176	NA
RAB1B	NA	NA	-0.04040144	NA
CWC15	NA	NA	-0.5987464	NA
TRMT112	NA	NA	-0.07409438	NA
NUCB2	NA	NA	-0.09707136	NA
KMT2A	NA	NA	-0.3431456	NA
TUT1	NA	NA	NaN	NA
PTS	NA	NA	0.2820974	NA
PLCB3	NA	NA	-0.005471931	NA
HPS5	NA	NA	0.2896157	NA
NDUFS8	NA	NA	-1.646117	NA
SIAE	NA	NA	0.8697281	NA
CTSD	NA	NA	0.7863727	NA
RPS3	NA	NA	-0.2917214	NA
CAPN1	NA	NA	0.3837176	NA
CD59	NA	NA	0.2017421	NA
ZW10	NA	NA	-0.4979444	NA
FADD	NA	NA	-0.04241794	NA
CFL1	NA	NA	0.02945557	NA
FIBP	NA	NA	-0.2147466	NA
RRAS2	NA	NA	0.1847197	NA
SPTBN2	NA	NA	-0.2760877	NA
RPS25	NA	NA	-0.4022855	NA
RBM14	NA	NA	-0.2574935	NA
MRPL49	NA	NA	-0.1305355	NA
ILK	NA	NA	0.1218789	NA
RRM1	NA	NA	-0.6097549	NA
STIP1	NA	NA	-0.1330374	NA
MTMR2	NA	NA	-0.4669535	NA
RIN1	NA	NA	-0.19131	NA
CSTF3	NA	NA	-0.2672361	NA
RCN1	NA	NA	0.4694697	NA
CHORDC1	NA	NA	-0.05505681	NA
EIF4G2	NA	NA	-0.4502743	NA
PCF11	NA	NA	-0.3304437	NA
LAMTOR1	NA	NA	0.6500686	NA
PSMA1	NA	NA	-0.04236423	NA
INPPL1	NA	NA	0.483178	NA
EHD1	NA	NA	0.4080333	NA
RHOG	NA	NA	-0.03998065	NA
NAP1L4	NA	NA	-0.1562672	NA
WDR74	NA	NA	-0.07931885	NA
PSMC3	NA	NA	-0.07560111	NA
TSG101	NA	NA	-0.2056427	NA
PARVA	NA	NA	-0.001730151	NA
TRIM21	NA	NA	0.09545851	NA
TM7SF2	NA	NA	NaN	NA
PPP6R3	NA	NA	-0.2176029	NA
PHLDA2	NA	NA	NaN	NA
FAU	NA	NA	-0.4347749	NA
LIN7C	NA	NA	0.1443769	NA
ARHGAP1	NA	NA	0.02353373	NA
BBS1	NA	NA	0.2838959	NA
ARFIP2	NA	NA	-0.08854867	NA
DLAT	NA	NA	-0.1662012	NA
CCS	NA	NA	0.385538	NA
SART1	NA	NA	-0.6687545	NA
AHNAK	NA	NA	0.09164829	NA
ARHGEF12	NA	NA	-0.1222089	NA
RPS6KA4	NA	NA	-0.1754625	NA
CTSC	NA	NA	-0.3069621	NA
DPF2	NA	NA	-0.9235677	NA
BAD	NA	NA	0.2228854	NA
PRDX5	NA	NA	0.4075166	NA
OSBP	NA	NA	0.08283561	NA
ZNF259	NA	NA	0.1058614	NA
NDUFS3	NA	NA	-1.263575	NA
BANF1	NA	NA	-0.09855441	NA
FEN1	NA	NA	-0.726657	NA
CBL	NA	NA	-0.07860985	NA
UBXN1	NA	NA	-0.1301402	NA
CARS	NA	NA	0.2036514	NA
ATP5L	NA	NA	0.3875437	NA
C11orf68	NA	NA	0.134287	NA
FADS3	NA	NA	0.523438	NA
CCND1	NA	NA	0.5287605	NA
HMBS	NA	NA	-0.2623128	NA
CKAP5	NA	NA	-0.3153344	NA
NDUFV1	NA	NA	-2.075225	NA
UBE4A	NA	NA	-0.7720858	NA
NDUFC2	NA	NA	-3.057415	NA
CTTN	NA	NA	0.1942453	NA
DDX6	NA	NA	-0.2115107	NA
ACAT1	NA	NA	0.3387429	NA
GTF2H1	NA	NA	0.08599906	NA
APLP2	NA	NA	-0.1154328	NA
TMEM126A	NA	NA	-0.1347078	NA
TMEM109	NA	NA	-0.5536554	NA
RCE1	NA	NA	NaN	NA
CPT1A	NA	NA	0.4483708	NA
SERPINH1	NA	NA	-0.5374452	NA
ALG8	NA	NA	2.11048	NA
REXO2	NA	NA	0.3048258	NA
NXF1	NA	NA	-0.6307782	NA
CHID1	NA	NA	0.3859593	NA
VPS26B	NA	NA	0.4098532	NA
SCYL1	NA	NA	0.06378609	NA
C11orf54	NA	NA	0.4818878	NA
LTBP3	NA	NA	NaN	NA
RIC8A	NA	NA	0.2313964	NA
TOLLIP	NA	NA	0.5726727	NA
AAMDC	NA	NA	-0.115973	NA
NARS2	NA	NA	NaN	NA
EIF3M	NA	NA	-0.1845976	NA
PRMT3	NA	NA	-0.2596641	NA
KDELC2	NA	NA	-0.09801525	NA
LDHAL6A	NA	NA	-0.0427844	NA
FAM160A2	NA	NA	NaN	NA
OSBPL5	NA	NA	NaN	NA
MACROD1	NA	NA	-0.8073549	NA
PPFIA1	NA	NA	-0.002594454	NA
DCUN1D5	NA	NA	0.1421145	NA
KDM2A	NA	NA	-0.9314408	NA
EML3	NA	NA	0.07726934	NA
PDDC1	NA	NA	0.40255	NA
SSH3	NA	NA	NaN	NA
DYNC2H1	NA	NA	-0.2040156	NA
MTA2	NA	NA	-0.5778276	NA
ZFP91	NA	NA	0.2098785	NA
MRPL17	NA	NA	-0.08719123	NA
PGM2L1	NA	NA	0.5758088	NA
PTPMT1	NA	NA	0.8849401	NA
MEN1	NA	NA	NaN	NA
MICAL2	NA	NA	0.07339321	NA
CUL5	NA	NA	0.06482695	NA
PICALM	NA	NA	0.1754358	NA
ZDHHC5	NA	NA	0.3928511	NA
NUP98	NA	NA	-0.3432373	NA
YAP1	NA	NA	0.07146678	NA
UEVLD	NA	NA	NaN	NA
RAB6A	NA	NA	0.03140052	NA
LDHA	NA	NA	0.1146131	NA
PYGM	NA	NA	0.7372594	NA
GSTP1	NA	NA	0.4260244	NA
ARAP1	NA	NA	0.4307228	NA
RPS13	NA	NA	-0.3147546	NA
SF3B2	NA	NA	-0.5043661	NA
AASDHPPT	NA	NA	-0.2585793	NA
PAK1	NA	NA	0.3025126	NA
POLA2	NA	NA	-1.179193	NA
RSF1	NA	NA	-0.5501126	NA
NUMA1	NA	NA	-0.7360418	NA
SLC35F2	NA	NA	0.2554058	NA
DDB1	NA	NA	-0.3111543	NA
MRPL23	NA	NA	-0.1521185	NA
DHCR7	NA	NA	0.1295761	NA
SF1	NA	NA	-0.3036931	NA
MRPL48	NA	NA	-0.2027625	NA
COPB1	NA	NA	-0.009347203	NA
ZFPL1	NA	NA	0.02729269	NA
EHBP1L1	NA	NA	-0.3801753	NA
CD44	NA	NA	-0.1292172	NA
ARFGAP2	NA	NA	-0.4589069	NA
STT3A	NA	NA	-0.2218153	NA
DDX10	NA	NA	-0.4139931	NA
PDHX	NA	NA	-0.2485348	NA
CD151	NA	NA	0.2822457	NA
STIM1	NA	NA	0.5666986	NA
NAT10	NA	NA	-0.4491123	NA
AMPD3	NA	NA	0.210054	NA
TNKS1BP1	NA	NA	0.3757213	NA
INTS5	NA	NA	0.6444874	NA
RRP8	NA	NA	-0.3654687	NA
SAAL1	NA	NA	-0.8755157	NA
TSSC4	NA	NA	-0.02254324	NA
COMMD9	NA	NA	-0.1717192	NA
SWAP70	NA	NA	-0.007051899	NA
PITPNM1	NA	NA	-0.03590542	NA
PACSIN3	NA	NA	0.01678925	NA
TMX2	NA	NA	-0.06267431	NA
DCPS	NA	NA	-0.2917214	NA
PSMD13	NA	NA	-0.08963376	NA
FAM111B	NA	NA	-0.3715031	NA
PACS1	NA	NA	0.3337342	NA
NLRX1	NA	NA	-0.04319933	NA
RNASEH2C	NA	NA	-0.7192273	NA
THYN1	NA	NA	-0.6656656	NA
TCP11L1	NA	NA	0.3176424	NA
SRPR	NA	NA	-0.4701985	NA
EED	NA	NA	-0.7838338	NA
PPP1R14B	NA	NA	0.03265433	NA
VPS37C	NA	NA	0.1282194	NA
PHLDB1	NA	NA	0.4326882	NA
EPS8L2	NA	NA	0.2358089	NA
MOB2	NA	NA	NaN	NA
PANX1	NA	NA	-0.412104	NA
RPL27A	NA	NA	-0.3290661	NA
HNRNPUL2	NA	NA	-0.3480057	NA
CAT	NA	NA	0.199421	NA
SPCS2	NA	NA	-0.08188497	NA
CTR9	NA	NA	-0.4954906	NA
FAM111A	NA	NA	NaN	NA
ARCN1	NA	NA	-0.04544291	NA
CCDC90B	NA	NA	0.5321671	NA
FOXRED1	NA	NA	NaN	NA
PSMD13	NA	NA	-0.08542462	NA
APIP	NA	NA	-0.008630399	NA
RNH1	NA	NA	0.1417484	NA
ATL3	NA	NA	-0.0536674	NA
CPSF7	NA	NA	-0.4679055	NA
DAK	NA	NA	0.3190095	NA
FTH1	NA	NA	1.888274	NA
TPP1	NA	NA	1.419314	NA
API5	NA	NA	-0.6449636	NA
USP47	NA	NA	-0.09220739	NA
CAPN5	NA	NA	0.0552015	NA
SBF2	NA	NA	-0.22471	NA
EIF3F	NA	NA	-0.1307991	NA
RNF214	NA	NA	-0.283092	NA
TALDO1	NA	NA	0.4491585	NA
NCAPD3	NA	NA	-0.7473444	NA
NUP160	NA	NA	-0.3423272	NA
METTL15	NA	NA	NaN	NA
CAPRIN1	NA	NA	-0.4353085	NA
CELF1	NA	NA	-0.4968203	NA
EHD1	NA	NA	NaN	NA
PCNXL3	NA	NA	0.4356901	NA
RELA	NA	NA	0.1876579	NA
PATL1	NA	NA	-0.2012575	NA
RDX	NA	NA	-0.10742	NA
RNF214	NA	NA	-0.5062973	NA
ELP4	NA	NA	-0.1335635	NA
CLPB	NA	NA	-0.5581697	NA
AIP	NA	NA	-0.02559583	NA
TUT1	NA	NA	-0.2183472	NA
MRE11A	NA	NA	-0.4628899	NA
CD44	NA	NA	NaN	NA
ATP6V0A2	NA	NA	-0.2595437	NA
RBM19	NA	NA	-0.2564068	NA
USP15	NA	NA	-0.2705888	NA
CHD4	NA	NA	-0.7460547	NA
GCN1L1	NA	NA	-0.1895401	NA
KNTC1	NA	NA	-0.5485353	NA
PUS1	NA	NA	-0.2722621	NA
NCOR2	NA	NA	-0.6426554	NA
PAWR	NA	NA	-0.1011122	NA
RPAP3	NA	NA	-0.3881344	NA
SHMT2	NA	NA	0.01260647	NA
CSRP2	NA	NA	0.07761945	NA
VPS37B	NA	NA	-0.3681536	NA
NDUFA9	NA	NA	-1.411914	NA
STAT2	NA	NA	0.3806903	NA
WNK1	NA	NA	-0.07313479	NA
UTP20	NA	NA	-0.6867918	NA
CNOT2	NA	NA	-0.2331519	NA
ARPC3	NA	NA	0.2246377	NA
PKP2	NA	NA	0.8567895	NA
NDUFA12	NA	NA	-2.313362	NA
HMGA2	NA	NA	1.323732	NA
SART3	NA	NA	-0.2629142	NA
ALDH2	NA	NA	1.06679	NA
DDX23	NA	NA	-0.5221563	NA
C12orf5	NA	NA	0.80221	NA
GOLT1B	NA	NA	-0.1327742	NA
IPO8	NA	NA	-0.2488991	NA
RAB21	NA	NA	-0.1372412	NA
CDK4	NA	NA	0.1600888	NA
MARS	NA	NA	0.03486964	NA
ANAPC5	NA	NA	-0.4745658	NA
ANAPC7	NA	NA	-0.4125105	NA
DIABLO	NA	NA	-0.1654296	NA
RPLP0	NA	NA	-0.2873541	NA
LIMA1	NA	NA	0.7570134	NA
SYT1	NA	NA	0.2675311	NA
ARL6IP4	NA	NA	-0.472164	NA
MVK	NA	NA	-0.05155621	NA
PSMD9	NA	NA	0.01073024	NA
PCBP2	NA	NA	-0.3904476	NA
EIF4B	NA	NA	-0.4506966	NA
GNS	NA	NA	1.009931	NA
SRSF9	NA	NA	-0.61664	NA
CPSF6	NA	NA	-0.2777466	NA
ACACB	NA	NA	-0.7393717	NA
CLIP1	NA	NA	NaN	NA
PWP1	NA	NA	-0.03181865	NA
SARNP	NA	NA	NaN	NA
PTGES3	NA	NA	-0.3140584	NA
RAP1B	NA	NA	0.288928	NA
PFDN5	NA	NA	-0.09193664	NA
TMED2	NA	NA	-0.1321162	NA
C12orf57	NA	NA	-0.1877678	NA
RAB5B	NA	NA	0.4584653	NA
BICD1	NA	NA	-0.546399	NA
RIC8B	NA	NA	-0.6492099	NA
DYNLL1	NA	NA	-0.09909322	NA
NAB2	NA	NA	NaN	NA
TSFM	NA	NA	-0.04390439	NA
NUDT4	NA	NA	-0.3117356	NA
ATP2B1	NA	NA	0.03056022	NA
MGST1	NA	NA	0.9340968	NA
MRPL42	NA	NA	0.2561662	NA
CDK2AP1	NA	NA	NaN	NA
GPRC5A	NA	NA	0.4175018	NA
SLC38A1	NA	NA	-0.03734817	NA
APAF1	NA	NA	-0.1465248	NA
SBNO1	NA	NA	NaN	NA
NACA	NA	NA	-0.4125105	NA
NAP1L1	NA	NA	-0.1849785	NA
DDX47	NA	NA	-0.5458695	NA
AAAS	NA	NA	-0.2410886	NA
CBX5	NA	NA	-0.5941663	NA
USP5	NA	NA	0.06775733	NA
ERP29	NA	NA	-0.03238296	NA
M6PR	NA	NA	-0.1021879	NA
EMG1	NA	NA	-0.6058736	NA
CS	NA	NA	-0.06253619	NA
PHLDA1	NA	NA	0.01016338	NA
FBXO21	NA	NA	NaN	NA
NAA25	NA	NA	0.006883667	NA
HSP90B1	NA	NA	-0.1467855	NA
PHB2	NA	NA	-0.1237986	NA
MYL6B	NA	NA	0.01876118	NA
PRIM1	NA	NA	-1.493904	NA
NUP107	NA	NA	-0.4547023	NA
MLEC	NA	NA	-0.1054098	NA
NME2P1	NA	NA	0.1486247	NA
KIF5A	NA	NA	NaN	NA
ETNK1	NA	NA	0.008145279	NA
TMPO	NA	NA	-0.8002477	NA
STAT6	NA	NA	0.03472173	NA
RFC5	NA	NA	-0.7543744	NA
ITPR2	NA	NA	0.1546023	NA
NOC4L	NA	NA	-0.5591492	NA
YBX3	NA	NA	0.09710062	NA
LEMD3	NA	NA	-0.08420029	NA
COPZ1	NA	NA	-0.04670059	NA
METAP2	NA	NA	-0.4287855	NA
TFCP2	NA	NA	-0.02275843	NA
IKBIP	NA	NA	-0.06391709	NA
SDSL	NA	NA	NaN	NA
PXMP2	NA	NA	-0.2420842	NA
EP400	NA	NA	-0.4676969	NA
FGD4	NA	NA	-0.7899378	NA
VPS33A	NA	NA	0.2840188	NA
MRPS35	NA	NA	-0.6476369	NA
CAND1	NA	NA	-0.1280295	NA
BRI3BP	NA	NA	-0.9404299	NA
CKAP4	NA	NA	-0.06225999	NA
HEBP1	NA	NA	0.8226818	NA
SMARCC2	NA	NA	-0.5266698	NA
ANO6	NA	NA	0.07065155	NA
PIP4K2C	NA	NA	0.3967261	NA
DDX54	NA	NA	-0.5643295	NA
RACGAP1	NA	NA	-0.5167682	NA
KRR1	NA	NA	-0.3088269	NA
YARS2	NA	NA	0.2969171	NA
ERGIC2	NA	NA	-0.103397	NA
PLBD2	NA	NA	0.7025855	NA
PPTC7	NA	NA	NaN	NA
NEDD1	NA	NA	-0.2553195	NA
WBP11	NA	NA	0.0924316	NA
VPS29	NA	NA	0.1345246	NA
NECAP1	NA	NA	0.03416316	NA
NUP37	NA	NA	-0.5026361	NA
APPL2	NA	NA	-0.3805079	NA
ATP2A2	NA	NA	0.08626227	NA
RECQL	NA	NA	-0.2110122	NA
PPFIBP1	NA	NA	-0.07724295	NA
ATXN2	NA	NA	-0.1222089	NA
PPP1R12A	NA	NA	-0.06791405	NA
GLTP	NA	NA	0.1319138	NA
C12orf23	NA	NA	0.3195856	NA
DDX55	NA	NA	-0.5727926	NA
OS9	NA	NA	-0.1695402	NA
SLC25A3	NA	NA	-0.07683276	NA
CD9	NA	NA	-0.9542708	NA
CD63	NA	NA	0.7176433	NA
ENO2	NA	NA	0.7043004	NA
TMPO	NA	NA	-0.924176	NA
ERC1	NA	NA	0.05538141	NA
LEPREL2	NA	NA	0.3537821	NA
CLIP1	NA	NA	-0.07217448	NA
AACS	NA	NA	0.1989904	NA
DDX51	NA	NA	-0.3929768	NA
DHX37	NA	NA	-0.4371212	NA
TUBA1C	NA	NA	-0.08120317	NA
FKBP4	NA	NA	-0.3102238	NA
LTA4H	NA	NA	0.360027	NA
LDHB	NA	NA	0.1071816	NA
PEBP1	NA	NA	0.3040062	NA
ARL1	NA	NA	0.1031778	NA
DERA	NA	NA	-0.2841587	NA
PRKAB1	NA	NA	0.2768196	NA
DCTN2	NA	NA	0.1677662	NA
SNRPF	NA	NA	-0.5050779	NA
STK38L	NA	NA	0.3008218	NA
METTL1	NA	NA	-0.07903498	NA
EPS8	NA	NA	-0.06336476	NA
TBK1	NA	NA	0.2600136	NA
STRAP	NA	NA	-0.2559237	NA
NOP2	NA	NA	-0.08392821	NA
BAZ2A	NA	NA	-0.480472	NA
CCT2	NA	NA	-0.163241	NA
PTPN11	NA	NA	0.08381382	NA
KIAA1033	NA	NA	0.1406983	NA
PA2G4	NA	NA	-0.454597	NA
NCAPD2	NA	NA	-0.9413317	NA
RAB35	NA	NA	-0.081067	NA
COPS7A	NA	NA	-0.01592581	NA
CMAS	NA	NA	0.3417931	NA
ATP5B	NA	NA	0.1400145	NA
WIBG	NA	NA	0.02895502	NA
GOLGA3	NA	NA	-0.1397314	NA
DENR	NA	NA	0.100778	NA
XPOT	NA	NA	-0.2590615	NA
LPCAT3	NA	NA	NaN	NA
ITGA5	NA	NA	0.1485608	NA
SPATS2	NA	NA	0.09734756	NA
RPL6	NA	NA	-0.5525738	NA
