gene	value_1	value_2	Protein-HCT116-5-4	p_value
TUBAL3	NA	NA	0.109335	NA
COMMD3	NA	NA	-0.03100754	NA
DDX21	NA	NA	-0.7204463	NA
SAR1A	NA	NA	0.7394083	NA
THNSL1	NA	NA	-0.7441729	NA
SIRT1	NA	NA	-0.4391285	NA
RSU1	NA	NA	0.8084823	NA
KIN	NA	NA	-0.6357056	NA
HK1	NA	NA	0.5137774	NA
IFIT1	NA	NA	2.124451	NA
SVIL	NA	NA	0.1177249	NA
RPP38	NA	NA	0.1202008	NA
RPP30	NA	NA	0.07065593	NA
GSTO1	NA	NA	0.2526579	NA
PI4K2A	NA	NA	-0.1401137	NA
STAM	NA	NA	0.373843	NA
CISD1	NA	NA	-1.558864	NA
TFAM	NA	NA	-0.4834603	NA
MYOF	NA	NA	0.98448	NA
PRPF18	NA	NA	-0.2297996	NA
GBF1	NA	NA	0.2939029	NA
OAT	NA	NA	0.1660727	NA
SLK	NA	NA	-0.1116639	NA
VDAC2	NA	NA	-0.06160131	NA
POLR3A	NA	NA	-0.6337962	NA
IFIT3	NA	NA	2.056014	NA
ACADSB	NA	NA	0.2565617	NA
SEC24C	NA	NA	0.4019342	NA
BTAF1	NA	NA	-0.09330947	NA
PRDX3	NA	NA	-0.1584511	NA
ECHS1	NA	NA	0.2346368	NA
SMNDC1	NA	NA	-0.3042912	NA
NPM3	NA	NA	-0.496346	NA
PPIF	NA	NA	-0.4711657	NA
CDK1	NA	NA	-0.00739134	NA
SEC23IP	NA	NA	0.1683757	NA
ECD	NA	NA	0.2791741	NA
FAM107B	NA	NA	-0.6433207	NA
PPP3CB	NA	NA	-0.552052	NA
NDUFB8	NA	NA	0.0998031	NA
EIF3A	NA	NA	0.3064823	NA
SEPHS1	NA	NA	-0.3009551	NA
ACTR1A	NA	NA	0.3986672	NA
TUBGCP2	NA	NA	0.0592783	NA
AKR1C2	NA	NA	4.300185	NA
RPS24	NA	NA	-0.2836499	NA
PAPSS2	NA	NA	1.118247	NA
TACC2	NA	NA	0.06488286	NA
TM9SF3	NA	NA	-0.2400772	NA
GDI2	NA	NA	0.1236661	NA
DDX50	NA	NA	0.02431962	NA
AP3M1	NA	NA	0.2993322	NA
EXOSC1	NA	NA	-0.3093488	NA
MRPS16	NA	NA	0.335705	NA
YME1L1	NA	NA	-0.0269545	NA
VTI1A	NA	NA	-0.1413483	NA
ANAPC16	NA	NA	0.1420655	NA
USMG5	NA	NA	0.09383018	NA
DPCD	NA	NA	-0.2133555	NA
WAC	NA	NA	-0.08413493	NA
SGPL1	NA	NA	0.3000249	NA
CUEDC2	NA	NA	-0.3473628	NA
RRP12	NA	NA	-0.4857666	NA
CWF19L1	NA	NA	0.06556944	NA
NOC3L	NA	NA	-0.5704007	NA
KIAA1217	NA	NA	0.3642362	NA
TRUB1	NA	NA	-0.06255981	NA
MTPAP	NA	NA	-0.1870664	NA
MMS19	NA	NA	-0.1782898	NA
DNAJC9	NA	NA	-0.4168813	NA
REEP3	NA	NA	0.1432459	NA
TSPAN14	NA	NA	-1.232872	NA
NRP1	NA	NA	-0.258801	NA
PDZD8	NA	NA	-0.1682287	NA
ATAD1	NA	NA	-0.2489416	NA
MCU	NA	NA	0.03676815	NA
DNMBP	NA	NA	0.3252713	NA
RBM17	NA	NA	-0.3644592	NA
ACBD5	NA	NA	-0.1486008	NA
NOLC1	NA	NA	-1.019229	NA
CASP7	NA	NA	0.3589551	NA
CCAR1	NA	NA	0.2454957	NA
ARHGAP12	NA	NA	-0.0900619	NA
ITGB1	NA	NA	0.2326607	NA
ATE1	NA	NA	0.0372055	NA
PCBD1	NA	NA	-0.1670993	NA
GOT1	NA	NA	0.998596	NA
SMC3	NA	NA	0.1330421	NA
IDI1	NA	NA	0.3021728	NA
IDE	NA	NA	-0.0439433	NA
ADD3	NA	NA	0.913335	NA
H2AFY2	NA	NA	-0.4158595	NA
ADK	NA	NA	0.4191074	NA
PDCD4	NA	NA	0.2242873	NA
FAM160B1	NA	NA	0.433217	NA
VCL	NA	NA	0.03224201	NA
AKR1C3	NA	NA	4.172917	NA
HSPA14	NA	NA	-0.1123343	NA
MINPP1	NA	NA	-0.5822528	NA
MICU1	NA	NA	0.2235441	NA
PLAU	NA	NA	1.076905	NA
NUDT5	NA	NA	-0.16167	NA
SHOC2	NA	NA	-0.1732217	NA
SCD	NA	NA	0.8040101	NA
FAM175B	NA	NA	-0.101366	NA
HIF1AN	NA	NA	0.7662136	NA
CUTC	NA	NA	-0.353393	NA
UPF2	NA	NA	-0.1642375	NA
NHLRC2	NA	NA	0.3941849	NA
OPTN	NA	NA	0.6083362	NA
KIF11	NA	NA	-0.1250011	NA
PLEKHA1	NA	NA	-0.2517235	NA
ABLIM1	NA	NA	-0.05604596	NA
HERC4	NA	NA	0.0038592	NA
WAPAL	NA	NA	-0.6112263	NA
JMJD1C	NA	NA	-0.8871531	NA
GTPBP4	NA	NA	-0.3438973	NA
ATP5C1	NA	NA	0.1420866	NA
PDCD11	NA	NA	-0.9997562	NA
VPS26A	NA	NA	0.1129003	NA
DLG5	NA	NA	0.4041402	NA
WDR11	NA	NA	-0.1295804	NA
SUPV3L1	NA	NA	-0.3910401	NA
MARCH5	NA	NA	0.6807534	NA
ERCC6	NA	NA	5.989924	NA
VIM	NA	NA	0.9411315	NA
COX15	NA	NA	0.1660727	NA
ABI1	NA	NA	0.0277779	NA
ASCC1	NA	NA	-0.4596685	NA
KIAA1598	NA	NA	-0.03115113	NA
FAM21A	NA	NA	0.288772	NA
FAM21C	NA	NA	0.288772	NA
CCNY	NA	NA	-0.0182263	NA
PARG	NA	NA	-0.5461232	NA
MGEA5	NA	NA	-0.2053138	NA
KIAA1279	NA	NA	0.6568764	NA
NMT2	NA	NA	0.066069	NA
PGAM1	NA	NA	0.4619476	NA
GHITM	NA	NA	-0.0677574	NA
CSTF2T	NA	NA	-0.1438669	NA
MCMBP	NA	NA	-0.4395981	NA
TIMM23	NA	NA	0.335814	NA
TIMM23B	NA	NA	0.335814	NA
BAG3	NA	NA	-0.07795446	NA
DHX32	NA	NA	0.2413597	NA
C10orf76	NA	NA	-0.8933196	NA
UROS	NA	NA	0.1719061	NA
PITRM1	NA	NA	0.07158765	NA
FAM21B	NA	NA	0.288772	NA
XPNPEP1	NA	NA	-0.1894211	NA
SFXN3	NA	NA	0.7497386	NA
NFKB2	NA	NA	0.3701707	NA
CCDC6	NA	NA	-0.009627083	NA
ANXA11	NA	NA	0.5793732	NA
ANK3	NA	NA	-0.060307	NA
C10orf118	NA	NA	0.4270697	NA
LARP4B	NA	NA	-0.4447924	NA
HRAS	NA	NA	0.07942928	NA
CD81	NA	NA	-0.1881838	NA
OTUB1	NA	NA	0.007339063	NA
MRPL16	NA	NA	-0.1473859	NA
HYOU1	NA	NA	-0.6822349	NA
RBM7	NA	NA	-0.4521844	NA
TIMM10	NA	NA	-0.9517245	NA
PRCP	NA	NA	0.2133337	NA
VPS51	NA	NA	-0.05246097	NA
ENDOD1	NA	NA	0.06557227	NA
FAM118B	NA	NA	-0.1545541	NA
FKBP2	NA	NA	0.3470986	NA
PIK3C2A	NA	NA	0.08106696	NA
SLC25A22	NA	NA	-0.965615	NA
DRAP1	NA	NA	-0.270696	NA
ARL2	NA	NA	0.3367628	NA
C11orf58	NA	NA	-0.05535138	NA
RBM4B	NA	NA	-0.08662131	NA
RBM4	NA	NA	-0.5690576	NA
ACP2	NA	NA	0.126512	NA
MTCH2	NA	NA	0.01623445	NA
HSPA8	NA	NA	0.1340576	NA
EXT2	NA	NA	-0.6025439	NA
CLNS1A	NA	NA	-1.195153	NA
PRPF19	NA	NA	-0.2073278	NA
SSRP1	NA	NA	-0.3808218	NA
RAD9A	NA	NA	0.09963177	NA
MRPL11	NA	NA	-0.1088029	NA
CORO1B	NA	NA	0.5501182	NA
IPO7	NA	NA	-0.3451033	NA
HSD17B12	NA	NA	-0.3644592	NA
TRAPPC4	NA	NA	0.2028904	NA
PPME1	NA	NA	0.9579545	NA
RPLP2	NA	NA	-0.2622267	NA
RAB1B	NA	NA	0.2574934	NA
CWC15	NA	NA	-0.1497126	NA
TRMT112	NA	NA	-0.5526853	NA
NUCB2	NA	NA	0.113805	NA
KMT2A	NA	NA	-0.1961944	NA
TUT1	NA	NA	-0.2941901	NA
PTS	NA	NA	0.9672626	NA
PLCB3	NA	NA	-0.1035325	NA
HPS5	NA	NA	0.08319116	NA
NDUFS8	NA	NA	-0.3392314	NA
SIAE	NA	NA	0.0261501	NA
CTSD	NA	NA	1.069371	NA
RPS3	NA	NA	-0.3284711	NA
CAPN1	NA	NA	0.2590615	NA
CD59	NA	NA	4.218859	NA
ZW10	NA	NA	-0.1120972	NA
FADD	NA	NA	0.7417099	NA
CFL1	NA	NA	0.2368875	NA
FIBP	NA	NA	-0.06825642	NA
RRAS2	NA	NA	0.1832007	NA
SPTBN2	NA	NA	-0.9182171	NA
RPS25	NA	NA	-0.3791105	NA
RBM14	NA	NA	-0.1352521	NA
MRPL49	NA	NA	-0.2109894	NA
ILK	NA	NA	0.389787	NA
RRM1	NA	NA	0.8831516	NA
STIP1	NA	NA	-0.1372016	NA
MTMR2	NA	NA	0.7771987	NA
RIN1	NA	NA	-0.2177592	NA
CSTF3	NA	NA	0.2900917	NA
RCN1	NA	NA	0.1642714	NA
CHORDC1	NA	NA	-1.415422	NA
EIF4G2	NA	NA	-0.4536017	NA
PCF11	NA	NA	-0.1753055	NA
LAMTOR1	NA	NA	0.01933973	NA
PSMA1	NA	NA	0.1321694	NA
INPPL1	NA	NA	-0.1989904	NA
EHD1	NA	NA	0.5092398	NA
RHOG	NA	NA	0.2393363	NA
NAP1L4	NA	NA	0.01049345	NA
WDR74	NA	NA	-0.4668753	NA
PSMC3	NA	NA	0.05616735	NA
TSG101	NA	NA	-0.4116671	NA
PARVA	NA	NA	0.3230819	NA
TRIM21	NA	NA	1.155115	NA
TM7SF2	NA	NA	-0.02674388	NA
PPP6R3	NA	NA	-0.2387317	NA
PHLDA2	NA	NA	-0.07779904	NA
FAU	NA	NA	-0.3244189	NA
LIN7C	NA	NA	-0.04914344	NA
ARHGAP1	NA	NA	0.01816066	NA
BBS1	NA	NA	0.03492	NA
ARFIP2	NA	NA	-0.5425312	NA
DLAT	NA	NA	-0.2149851	NA
CCS	NA	NA	0.07191151	NA
SART1	NA	NA	-0.4016729	NA
AHNAK	NA	NA	1.133398	NA
ARHGEF12	NA	NA	-0.1530294	NA
RPS6KA4	NA	NA	-0.01030875	NA
CTSC	NA	NA	0.346867	NA
DPF2	NA	NA	-0.2951251	NA
BAD	NA	NA	0.5739561	NA
PRDX5	NA	NA	0.3920485	NA
OSBP	NA	NA	0.1515044	NA
ZNF259	NA	NA	-0.4786276	NA
NDUFS3	NA	NA	-0.1156577	NA
BANF1	NA	NA	-0.3240712	NA
FEN1	NA	NA	-0.04477651	NA
CBL	NA	NA	0.5463635	NA
UBXN1	NA	NA	0.2479275	NA
CARS	NA	NA	0.2395195	NA
ATP5L	NA	NA	0.2921927	NA
C11orf68	NA	NA	0.02271535	NA
FADS3	NA	NA	0.0420074	NA
CCND1	NA	NA	-0.5463123	NA
HMBS	NA	NA	-0.1439465	NA
CKAP5	NA	NA	0.3104418	NA
NDUFV1	NA	NA	-0.07087826	NA
UBE4A	NA	NA	0.1444649	NA
NDUFC2	NA	NA	-0.1558078	NA
CTTN	NA	NA	-0.01823502	NA
DDX6	NA	NA	-0.4158849	NA
ACAT1	NA	NA	0.1796695	NA
GTF2H1	NA	NA	-0.06708444	NA
APLP2	NA	NA	-0.3424819	NA
TMEM126A	NA	NA	0.4729387	NA
TMEM109	NA	NA	-0.1911784	NA
RCE1	NA	NA	-0.4056985	NA
CPT1A	NA	NA	0.1192898	NA
SERPINH1	NA	NA	-0.4782453	NA
ALG8	NA	NA	-0.5756648	NA
REXO2	NA	NA	-0.500796	NA
NXF1	NA	NA	-0.2650698	NA
CHID1	NA	NA	-0.00065485	NA
VPS26B	NA	NA	-0.1054888	NA
SCYL1	NA	NA	0.3272275	NA
C11orf54	NA	NA	0.5421408	NA
LTBP3	NA	NA	0.2862897	NA
RIC8A	NA	NA	0.01891905	NA
TOLLIP	NA	NA	-0.02149428	NA
AAMDC	NA	NA	0.8481164	NA
NARS2	NA	NA	-0.9699777	NA
EIF3M	NA	NA	0.1369167	NA
PRMT3	NA	NA	-0.9129325	NA
KDELC2	NA	NA	-0.1508014	NA
LDHAL6A	NA	NA	-0.1925377	NA
FAM160A2	NA	NA	0.08215749	NA
OSBPL5	NA	NA	0.3553546	NA
MACROD1	NA	NA	-0.6342403	NA
PPFIA1	NA	NA	0.1234014	NA
DCUN1D5	NA	NA	-0.7528696	NA
KDM2A	NA	NA	0.3447149	NA
EML3	NA	NA	-0.2949865	NA
PDDC1	NA	NA	-0.1959464	NA
SSH3	NA	NA	0.3887295	NA
DYNC2H1	NA	NA	-0.2133293	NA
MTA2	NA	NA	-0.3842071	NA
ZFP91	NA	NA	-0.05075641	NA
MRPL17	NA	NA	-0.1219574	NA
PGM2L1	NA	NA	1.149167	NA
PTPMT1	NA	NA	0.196602	NA
MEN1	NA	NA	-0.2855722	NA
MICAL2	NA	NA	0.4015212	NA
CUL5	NA	NA	0.198842	NA
PICALM	NA	NA	-0.4639073	NA
ZDHHC5	NA	NA	-0.004118249	NA
NUP98	NA	NA	-0.03221656	NA
YAP1	NA	NA	-0.2371892	NA
UEVLD	NA	NA	0.9352871	NA
RAB6A	NA	NA	-0.01607432	NA
LDHA	NA	NA	0.548042	NA
PYGM	NA	NA	-0.186786	NA
GSTP1	NA	NA	0.6124271	NA
ARAP1	NA	NA	-0.3372111	NA
RPS13	NA	NA	-0.2798091	NA
SF3B2	NA	NA	-0.2253626	NA
AASDHPPT	NA	NA	-0.4938696	NA
PAK1	NA	NA	-0.985234	NA
POLA2	NA	NA	-0.5809699	NA
RSF1	NA	NA	-0.08587942	NA
NUMA1	NA	NA	-0.2312755	NA
SLC35F2	NA	NA	-0.884221	NA
DDB1	NA	NA	-0.2286641	NA
MRPL23	NA	NA	-0.01225094	NA
DHCR7	NA	NA	-0.4073195	NA
SF1	NA	NA	-0.3348615	NA
MRPL48	NA	NA	-0.1169892	NA
COPB1	NA	NA	0.250325	NA
ZFPL1	NA	NA	0.1509495	NA
EHBP1L1	NA	NA	-0.08974259	NA
CD44	NA	NA	1.433573	NA
ARFGAP2	NA	NA	0.08046235	NA
STT3A	NA	NA	0.06818932	NA
DDX10	NA	NA	-0.2717573	NA
PDHX	NA	NA	-0.05962992	NA
CD151	NA	NA	0.3659164	NA
STIM1	NA	NA	2.12436	NA
NAT10	NA	NA	-0.9444019	NA
AMPD3	NA	NA	-0.706347	NA
TNKS1BP1	NA	NA	0.310513	NA
INTS5	NA	NA	-0.2810532	NA
RRP8	NA	NA	-0.02028555	NA
SAAL1	NA	NA	-0.3971768	NA
TSSC4	NA	NA	-0.3402033	NA
COMMD9	NA	NA	0.2551936	NA
SWAP70	NA	NA	-0.704468	NA
PITPNM1	NA	NA	0.9032353	NA
PACSIN3	NA	NA	0.01178193	NA
TMX2	NA	NA	-0.3507248	NA
DCPS	NA	NA	0.1991226	NA
PSMD13	NA	NA	0.1267086	NA
FAM111B	NA	NA	-1.111139	NA
PACS1	NA	NA	0.1914946	NA
NLRX1	NA	NA	-0.4053395	NA
RNASEH2C	NA	NA	1.23122	NA
THYN1	NA	NA	0.364012	NA
TCP11L1	NA	NA	0.173898	NA
SRPR	NA	NA	-0.8559797	NA
EED	NA	NA	-0.5899663	NA
PPP1R14B	NA	NA	-0.6664947	NA
VPS37C	NA	NA	-0.09689371	NA
PHLDB1	NA	NA	-0.5319829	NA
EPS8L2	NA	NA	-0.05613844	NA
MOB2	NA	NA	0.4652303	NA
PANX1	NA	NA	0.1508696	NA
RPL27A	NA	NA	-0.1603065	NA
HNRNPUL2	NA	NA	0.04003339	NA
CAT	NA	NA	0.8043014	NA
SPCS2	NA	NA	-0.2095616	NA
CTR9	NA	NA	-0.5451608	NA
FAM111A	NA	NA	-0.1537105	NA
ARCN1	NA	NA	0.2773588	NA
CCDC90B	NA	NA	-0.1169892	NA
FOXRED1	NA	NA	-0.5130616	NA
APIP	NA	NA	0.02899346	NA
RNH1	NA	NA	0.7051375	NA
ATL3	NA	NA	1.031395	NA
CPSF7	NA	NA	-0.2095885	NA
DAK	NA	NA	-0.3141384	NA
FTH1	NA	NA	0.181675	NA
TPP1	NA	NA	0.6133547	NA
API5	NA	NA	-0.557412	NA
USP47	NA	NA	1.08821	NA
CAPN5	NA	NA	1.012126	NA
SBF2	NA	NA	1.436162	NA
EIF3F	NA	NA	0.1777246	NA
RNF214	NA	NA	-0.3553419	NA
TALDO1	NA	NA	-0.007103927	NA
NCAPD3	NA	NA	0.6230336	NA
NUP160	NA	NA	-0.151378	NA
METTL15	NA	NA	0.4078422	NA
CAPRIN1	NA	NA	0.1448376	NA
CELF1	NA	NA	-0.6904714	NA
PCNXL3	NA	NA	1.135277	NA
RELA	NA	NA	0.3320491	NA
PATL1	NA	NA	0.2146222	NA
RDX	NA	NA	-0.1223274	NA
ELP4	NA	NA	0.1327743	NA
CLPB	NA	NA	-0.1753055	NA
AIP	NA	NA	0.007356054	NA
MRE11A	NA	NA	0.1271883	NA
ATP6V0A2	NA	NA	-0.4192431	NA
RBM19	NA	NA	-1.1029	NA
USP15	NA	NA	-0.4725492	NA
CHD4	NA	NA	-0.3246881	NA
GCN1L1	NA	NA	-0.2348811	NA
KNTC1	NA	NA	0.2348492	NA
PUS1	NA	NA	0.178936	NA
NCOR2	NA	NA	-0.08370855	NA
PAWR	NA	NA	0.09815002	NA
RPAP3	NA	NA	-0.1005769	NA
SHMT2	NA	NA	-0.267809	NA
CSRP2	NA	NA	0.3371972	NA
VPS37B	NA	NA	-1.034233	NA
NDUFA9	NA	NA	-0.1276546	NA
STAT2	NA	NA	0.511167	NA
WNK1	NA	NA	0.4432441	NA
UTP20	NA	NA	0.03801472	NA
CNOT2	NA	NA	-0.05246384	NA
ARPC3	NA	NA	-0.2149546	NA
PKP2	NA	NA	0.4483902	NA
NDUFA12	NA	NA	-0.08222575	NA
HMGA2	NA	NA	-1.4931	NA
SART3	NA	NA	-0.4993203	NA
ALDH2	NA	NA	0.1037647	NA
DDX23	NA	NA	-0.07422672	NA
C12orf5	NA	NA	0.3821925	NA
GOLT1B	NA	NA	0.7113187	NA
IPO8	NA	NA	-0.2082792	NA
RAB21	NA	NA	0.2008809	NA
CDK4	NA	NA	-0.7347312	NA
MARS	NA	NA	-0.03088558	NA
ANAPC5	NA	NA	-0.2170311	NA
ANAPC7	NA	NA	0.1296415	NA
DIABLO	NA	NA	-0.1033174	NA
RPLP0	NA	NA	-0.2611848	NA
LIMA1	NA	NA	-1.406503	NA
SYT1	NA	NA	-1.643	NA
ARL6IP4	NA	NA	0.1066118	NA
MVK	NA	NA	-1.091821	NA
PSMD9	NA	NA	0.1474369	NA
PCBP2	NA	NA	-0.2394128	NA
EIF4B	NA	NA	-0.2353072	NA
GNS	NA	NA	0.3763334	NA
SRSF9	NA	NA	-0.589724	NA
CPSF6	NA	NA	-0.1451837	NA
ACACB	NA	NA	0.03097168	NA
CLIP1	NA	NA	0.2514464	NA
PWP1	NA	NA	-0.1304862	NA
SARNP	NA	NA	0.2282337	NA
PTGES3	NA	NA	-0.1079267	NA
RAP1B	NA	NA	0.1646576	NA
PFDN5	NA	NA	-0.09361728	NA
TMED2	NA	NA	0.1241958	NA
C12orf57	NA	NA	-0.07351179	NA
RAB5B	NA	NA	0.5973166	NA
BICD1	NA	NA	-0.1250442	NA
RIC8B	NA	NA	0.1674864	NA
DYNLL1	NA	NA	0.5504081	NA
NAB2	NA	NA	-0.2731863	NA
TSFM	NA	NA	-0.1677175	NA
NUDT4	NA	NA	-0.2965926	NA
ATP2B1	NA	NA	-0.002888242	NA
MGST1	NA	NA	-0.2378128	NA
MRPL42	NA	NA	-0.01206159	NA
CDK2AP1	NA	NA	-1.255852	NA
GPRC5A	NA	NA	0.4025109	NA
SLC38A1	NA	NA	-0.7307035	NA
APAF1	NA	NA	0.3892364	NA
SBNO1	NA	NA	-0.03993318	NA
NACA	NA	NA	-0.2272106	NA
NAP1L1	NA	NA	-0.2424646	NA
DDX47	NA	NA	-0.9046832	NA
AAAS	NA	NA	-0.01135527	NA
CBX5	NA	NA	0.06730365	NA
USP5	NA	NA	0.3139647	NA
ERP29	NA	NA	0.5843853	NA
M6PR	NA	NA	0.2039975	NA
EMG1	NA	NA	-1.009663	NA
CS	NA	NA	0.3027266	NA
PHLDA1	NA	NA	-0.1252581	NA
FBXO21	NA	NA	-0.5314922	NA
NAA25	NA	NA	-0.5435151	NA
HSP90B1	NA	NA	0.2927818	NA
PHB2	NA	NA	0.03632757	NA
MYL6B	NA	NA	0.1207693	NA
PRIM1	NA	NA	-0.2411716	NA
NUP107	NA	NA	-0.06615888	NA
MLEC	NA	NA	0.4656089	NA
NME2P1	NA	NA	-0.4091435	NA
KIF5A	NA	NA	0.1629078	NA
ETNK1	NA	NA	-0.6504083	NA
TMPO	NA	NA	0.216486	NA
STAT6	NA	NA	-0.4818909	NA
RFC5	NA	NA	-0.04879145	NA
ITPR2	NA	NA	-0.0398256	NA
NOC4L	NA	NA	-0.8279928	NA
YBX3	NA	NA	-0.5367542	NA
LEMD3	NA	NA	-0.1110561	NA
COPZ1	NA	NA	0.3239409	NA
METAP2	NA	NA	-0.2001403	NA
TFCP2	NA	NA	-0.5277685	NA
IKBIP	NA	NA	0.9076089	NA
SDSL	NA	NA	-0.6461362	NA
PXMP2	NA	NA	-0.5365031	NA
EP400	NA	NA	-0.6084522	NA
FGD4	NA	NA	0.1178598	NA
VPS33A	NA	NA	0.4696509	NA
MRPS35	NA	NA	-0.1728801	NA
CAND1	NA	NA	-0.1084252	NA
BRI3BP	NA	NA	-0.3099674	NA
CKAP4	NA	NA	0.439038	NA
HEBP1	NA	NA	0.1672295	NA
SMARCC2	NA	NA	1.023103	NA
ANO6	NA	NA	0.4091466	NA
PIP4K2C	NA	NA	0.6753385	NA
DDX54	NA	NA	-0.3863552	NA
RACGAP1	NA	NA	0.2255217	NA
KRR1	NA	NA	-0.2074779	NA
YARS2	NA	NA	-0.472169	NA
ERGIC2	NA	NA	0.0908684	NA
PLBD2	NA	NA	0.4829436	NA
PPTC7	NA	NA	0.00035681	NA
NEDD1	NA	NA	0.3439194	NA
WBP11	NA	NA	-0.1577533	NA
VPS29	NA	NA	0.09653179	NA
NECAP1	NA	NA	0.09895846	NA
NUP37	NA	NA	-0.2365034	NA
APPL2	NA	NA	0.7766936	NA
ATP2A2	NA	NA	0.01621099	NA
RECQL	NA	NA	0.5120752	NA
PPFIBP1	NA	NA	1.007334	NA
ATXN2	NA	NA	0.07792926	NA
PPP1R12A	NA	NA	0.2756031	NA
GLTP	NA	NA	-0.3465364	NA
C12orf23	NA	NA	0.3287224	NA
DDX55	NA	NA	-0.649548	NA
OS9	NA	NA	0.08349806	NA
SLC25A3	NA	NA	0.05626069	NA
CD9	NA	NA	0.7249141	NA
CD63	NA	NA	0.2156165	NA
ENO2	NA	NA	1.165623	NA
ERC1	NA	NA	-0.3117895	NA
LEPREL2	NA	NA	-0.3996639	NA
AACS	NA	NA	0.3884304	NA
DDX51	NA	NA	-0.5250176	NA
DHX37	NA	NA	-0.4518001	NA
TUBA1C	NA	NA	0.3737317	NA
FKBP4	NA	NA	-0.484336	NA
LTA4H	NA	NA	-0.04334941	NA
LDHB	NA	NA	-0.08304207	NA
PEBP1	NA	NA	-0.3650886	NA
ARL1	NA	NA	0.1792563	NA
DERA	NA	NA	-0.2009526	NA
PRKAB1	NA	NA	0.1276332	NA
DCTN2	NA	NA	0.07002288	NA
SNRPF	NA	NA	-0.2211597	NA
STK38L	NA	NA	0.3477601	NA
METTL1	NA	NA	-0.139061	NA
EPS8	NA	NA	0.3642362	NA
TBK1	NA	NA	-0.4916114	NA
STRAP	NA	NA	-0.1109003	NA
NOP2	NA	NA	-0.5766095	NA
BAZ2A	NA	NA	-0.4947594	NA
CCT2	NA	NA	-0.1929995	NA
PTPN11	NA	NA	-0.2906388	NA
KIAA1033	NA	NA	0.4867658	NA
PA2G4	NA	NA	-0.3302656	NA
NCAPD2	NA	NA	0.6659777	NA
RAB35	NA	NA	-0.6123508	NA
COPS7A	NA	NA	-0.2419698	NA
CMAS	NA	NA	0.1214134	NA
ATP5B	NA	NA	0.05377382	NA
WIBG	NA	NA	0.01628121	NA
GOLGA3	NA	NA	0.1187585	NA
DENR	NA	NA	-0.06476659	NA
XPOT	NA	NA	-0.1200904	NA
LPCAT3	NA	NA	0.09286714	NA
ITGA5	NA	NA	0.3869213	NA
SPATS2	NA	NA	-0.3476558	NA
RPL6	NA	NA	-0.2154219	NA
EEA1	NA	NA	-0.3863363	NA
CCDC59	NA	NA	-0.5912767	NA
DGKA	NA	NA	0.8237181	NA
MYL6	NA	NA	0.5212518	NA
POC1B	NA	NA	-0.1337329	NA
SRGAP1	NA	NA	0.473869	NA
OSBPL8	NA	NA	-0.3659494	NA
LARP4	NA	NA	0.01392662	NA
SCYL2	NA	NA	0.07487335	NA
SLC38A2	NA	NA	-0.5213698	NA
TAOK3	NA	NA	-0.7812256	NA
ZDHHC17	NA	NA	0.3806187	NA
UNC119B	NA	NA	0.05394543	NA
RSRC2	NA	NA	-0.650816	NA
KRAS	NA	NA	0.07942928	NA
RP11-977G19.10	NA	NA	-0.1282982	NA
COQ5	NA	NA	0.2802438	NA
TPI1	NA	NA	0.1909309	NA
DIP2B	NA	NA	0.2687937	NA
C2CD5	NA	NA	-0.8534389	NA
SP1	NA	NA	0.01546506	NA
NT5DC3	NA	NA	2.24992	NA
PFKM	NA	NA	-0.8468692	NA
TMTC3	NA	NA	0.08275983	NA
PRKAG1	NA	NA	-0.0423502	NA
DNM1L	NA	NA	0.1335459	NA
RILPL1	NA	NA	0.4478005	NA
UHRF1BP1L	NA	NA	0.5110061	NA
PTMS	NA	NA	0.07041519	NA
ASUN	NA	NA	-0.4388939	NA
KRT18	NA	NA	2.235526	NA
ZCCHC8	NA	NA	-0.3246998	NA
MRPL51	NA	NA	-0.402283	NA
SUDS3	NA	NA	0.8098944	NA
RAN	NA	NA	-0.2374726	NA
RPS26	NA	NA	-0.2960655	NA
CIT	NA	NA	1.584145	NA
POLE	NA	NA	0.02221325	NA
SCAF11	NA	NA	-0.09490082	NA
ESYT1	NA	NA	0.8134426	NA
TXNRD1	NA	NA	0.8230966	NA
TBC1D15	NA	NA	0.01022254	NA
C12orf29	NA	NA	0.0331431	NA
ATF7IP	NA	NA	0.03738381	NA
MON2	NA	NA	0.07011455	NA
ANKLE2	NA	NA	-0.109312	NA
CORO1C	NA	NA	0.6790634	NA
LLPH	NA	NA	-0.4066176	NA
STK24	NA	NA	0.1090445	NA
ALG5	NA	NA	0.3382247	NA
KDELC1	NA	NA	0.2899525	NA
ABCC4	NA	NA	-0.2441724	NA
DNAJC3	NA	NA	-0.1559519	NA
AKAP11	NA	NA	-0.418894	NA
TPT1	NA	NA	-0.220533	NA
UFM1	NA	NA	-0.03886422	NA
UCHL3	NA	NA	-0.7123623	NA
SAP18	NA	NA	0.04194384	NA
INTS6	NA	NA	-0.3890383	NA
TM9SF2	NA	NA	-0.1065874	NA
NUDT15	NA	NA	-0.4730298	NA
TPP2	NA	NA	-0.06342237	NA
CDC16	NA	NA	0.2371965	NA
FARP1	NA	NA	0.945383	NA
CLN5	NA	NA	-0.1836468	NA
CDK8	NA	NA	-1.042656	NA
WBP4	NA	NA	-0.08542015	NA
SLC7A1	NA	NA	-0.9153371	NA
XPO4	NA	NA	-0.3480781	NA
RFC3	NA	NA	-0.2386466	NA
