gene	Protein-HCT116-5-4	Protein-RPE-1-21-3	Protein-RPE-1-5-3-12-3
FAM213A	NaN	-0.0716254	0.3453445
ITIH2	NaN	NaN	NaN
CHST3	NaN	0.4408508	-0.05989414
ARID5B	NaN	NaN	-1.078312
BLOC1S2	NaN	0.2111807	0.351737
PPRC1	NaN	0.5222189	0.5998994
RUFY2	NaN	0.01416438	0.02146751
PPP2R2D	NaN	0.3468298	0.2133702
NRBF2	NaN	0.1767235	0.150561
FRMD4A	NaN	0.123041	NaN
ANKRD26	NaN	-0.1680001	-0.1042025
MSRB2	NaN	NaN	NaN
PGBD3	NaN	0.5541466	-0.8871717
DKK3	NaN	0.6125271	0.440009
ZNHIT2	NaN	NaN	NaN
CADM1	NaN	NaN	NaN
ME3	NaN	0.04695056	1.350891
TMEM138	NaN	0.05827767	-0.1616942
B3GNT1	NaN	NaN	-0.1392075
CD82	NaN	-0.3005339	0.8963076
CRYAB	NaN	1.281772	-0.5270703
THY1	NaN	0.1794003	-0.5488312
TSPAN4	NaN	-0.6748768	-0.8958455
PRSS23	NaN	-1.257916	-1.06302
NNMT	NaN	1.852407	0.8286138
CASP4	NaN	0.2791086	0.7971373
CSRP3	NaN	0.2293315	-0.7172104
BSCL2	NaN	0.561473	NaN
JAM3	NaN	0.2091445	0.1000665
TBCEL	NaN	-0.4527529	-0.4013028
FADS2	NaN	-0.9170116	-0.7610298
MED19	NaN	NaN	NaN
SMPD1	NaN	0.4940381	0.2613272
H2AFX	NaN	-0.1184798	NaN
HBG2	NaN	NaN	0.100245
HBG1	NaN	NaN	0.100245
ALG9	NaN	0.0365999	-0.06777632
LPXN	NaN	1.079021	0.924686
SLC39A13	NaN	NaN	NaN
NAA40	NaN	-0.2264118	0.5596584
TRIM22	NaN	0.2274049	1.063379
RNF121	NaN	-0.335025	-0.5319551
SHANK2	NaN	NaN	NaN
EEF1G	NaN	-0.2183472	0.07550477
ARHGDIB	NaN	0.1875593	3.82474
PDE1B	NaN	NaN	0.5050213
FKBP11	NaN	-0.817013	-1.190994
ITGA7	NaN	0.4865698	0.7424824
DDIT3	NaN	NaN	NaN
LRP1	NaN	0.3999015	0.7052176
WNT5B	NaN	0.1020316	NaN
CUX2	NaN	NaN	NaN
PRR4	NaN	NaN	1.431987
GNB3	NaN	-0.206143	-0.07477944
C12orf10	NaN	-0.2189671	0.7222534
MAGOHB	NaN	NaN	NaN
CHST11	NaN	NaN	1.307609
IFT81	NaN	-0.03385089	-0.4694694
FBXW8	NaN	0.3613978	0.243757
RASSF3	NaN	NaN	NaN
TWF1	NaN	-0.2775088	NaN
COL2A1	NaN	0.3267331	NaN
MSRB3	NaN	-0.1742786	-0.1444581
GAPDH	NaN	0.08001172	0.752364
AMIGO2	NaN	0.9466383	1.32413
GLIPR1	NaN	0.2206982	1.137521
BCAT1	NaN	0.2031864	0.6433604
TCTN1	NaN	-0.2732203	-0.3936358
TENC1	NaN	-0.5616364	-0.05547326
SLC11A2	NaN	NaN	NaN
SMAGP	NaN	0.2405226	0.6022811
TWF1	NaN	-0.01421243	0.7480447
FMNL3	NaN	0.1926286	0.5179778
GPC6	NaN	-1.666802	-0.09529901
EFNB2	NaN	-0.01464097	-0.7807301
TDRD3	NaN	NaN	NaN
TMCO3	NaN	-0.4050503	-0.3474389
MAB21L1	NaN	NaN	NaN
CAB39L	NaN	NaN	NaN
RASA3	NaN	-0.319271	-0.4392509
GAS6	NaN	0.04492519	-0.2903064
LNX2	NaN	NaN	NaN
KCTD4	NaN	1.512126	1.236232
COL4A2	NaN	-0.5899886	NaN
STARD13	NaN	-0.06736333	0.1036118
IFT88	NaN	-0.08922691	-0.5143617
SPG20	NaN	-0.04628159	0.2834744
NHLRC3	NaN	NaN	NaN
KATNAL1	NaN	0.03110566	0.07468423
RTN1	NaN	0.07760429	-0.03210086
ZBTB1	NaN	0.3174986	-0.5040048
GSKIP	NaN	0.2817973	0.1572267
CINP	NaN	-0.2107991	-0.2121336
RP11-66N24.4	NaN	0.04141719	0.0242752
PRKD1	NaN	-0.03941911	-0.1685138
ZFP36L1	NaN	-0.7724769	0.07730485
ARHGEF40	NaN	-0.3649085	-0.1456391
ABCD4	NaN	0.006361865	NaN
NDUFB1	NaN	-0.8316341	1.927634
DNAL1	NaN	-0.2826178	NaN
RHOJ	NaN	1.143405	-0.08651203
NID2	NaN	0.06810516	-0.7739964
CNIH1	NaN	0.3105876	0.5012997
FRMD6	NaN	-0.1139672	0.2356708
AJUBA	NaN	-0.05491789	-0.3113869
GALNT16	NaN	0.568774	0.6908006
ACOT2	NaN	-0.03407484	-0.3346827
ACOT1	NaN	-0.03407484	-0.3346827
MRPL52	NaN	NaN	NaN
L3HYPDH	NaN	-0.1086248	NaN
DLST	NaN	0.1804789	0.4811829
GNG2	NaN	NaN	NaN
C14orf2	NaN	NaN	-0.1906781
CHMP4A	NaN	0.8681735	NaN
C14orf151	NaN	0.1843102	0.4862061
LOXL1	NaN	NaN	NaN
SECISBP2L	NaN	0.0305161	NaN
HDGFRP3	NaN	0.1157693	0.322812
RSL24D1	NaN	0.7703136	0.2782511
BLOC1S6	NaN	0.4497547	0.086208
SEMA7A	NaN	0.1727338	-0.9474044
CAPN3	NaN	0.003249733	0.2446508
GPR176	NaN	-0.09581018	NaN
SNX33	NaN	NaN	0.06051766
MAPKBP1	NaN	NaN	NaN
LCMT2	NaN	-0.4896457	0.107625
ITGA11	NaN	-0.316725	-0.7824086
TTBK2	NaN	NaN	NaN
CORO2B	NaN	0.5013611	1.092894
FBN1	NaN	-0.1506897	-1.011066
DTWD1	NaN	-0.3975882	0.3780068
PLEKHO2	NaN	0.2800544	-0.5043661
AC069368.3	NaN	0.2800544	-0.5043661
HYPK	NaN	-0.2440345	-0.1249898
MYEF2	NaN	-0.06695028	-0.1453513
C15orf52	NaN	0.2322775	-0.121148
CSNK1G1	NaN	0.0887914	0.1691444
FAM98B	NaN	-0.1616942	0.1142695
GINS2	NaN	NaN	NaN
CDR2	NaN	NaN	0.1455573
TNFRSF12A	NaN	-0.1692837	0.1064048
CLN3	NaN	NaN	NaN
NME4	NaN	1.526479	-0.2268784
ZFHX3	NaN	NaN	0.1544898
MT1G	NaN	0.2115815	0.6691205
MT1X	NaN	0.2115815	0.6691205
CDH13	NaN	-0.09288387	1.411138
ATP2A1	NaN	NaN	NaN
MT1F	NaN	0.3674379	NaN
MMP2	NaN	0.5288646	0.6810758
FAM173A	NaN	0.4503012	NaN
KIAA0513	NaN	NaN	-0.3750995
CCDC102A	NaN	-0.2705888	-0.06198349
RSPRY1	NaN	NaN	NaN
METTL9	NaN	0.04809901	0.6655691
CYLD	NaN	0.5598558	0.430159
CLEC16A	NaN	NaN	NaN
ACD	NaN	NaN	NaN
RBL2	NaN	NaN	0.3710119
CES2	NaN	NaN	NaN
VASN	NaN	-0.8997943	-1.560275
HBA2	NaN	NaN	6.73426
HBA1	NaN	NaN	6.73426
MTSS1L	NaN	0.006767613	0.06665388
SLC7A6	NaN	-0.02064464	NaN
KIAA0356	NaN	0.1770496	-0.1103632
STARD3	NaN	NaN	0.6085622
CD68	NaN	0.9872454	NaN
ALOX15B	NaN	0.4235973	0.6185718
NDEL1	NaN	-0.005328132	0.005203057
COPZ2	NaN	0.5518391	-0.5699772
DUSP14	NaN	NaN	NaN
TNFAIP1	NaN	NaN	NaN
TMEM97	NaN	-0.3247669	0.09571234
SEC14L1	NaN	-0.03181865	-0.6613604
RNF167	NaN	0.2414048	0.3732885
FMNL1	NaN	-0.3770682	0.04393585
TIMP2	NaN	0.6285962	0.4584059
GABARAP	NaN	-0.2382977	-0.03660875
MIEN1	NaN	0.3085017	0.191129
TBC1D16	NaN	-0.1057726	-0.4608998
SAT2	NaN	NaN	NaN
STAT5B	NaN	0.1991394	NaN
FAM101B	NaN	-0.2189671	NaN
GID4	NaN	-0.425137	-1.144933
CCT6B	NaN	-0.05727701	0.1959517
CCDC57	NaN	NaN	-0.2096405
NCOR1	NaN	-0.1199906	-1.181612
COL1A1	NaN	NaN	NaN
NF1	NaN	-0.05949363	0.008870882
LSMD1	NaN	1.176903	NaN
RAB34	NaN	-0.1544537	-0.1289532
FLCN	NaN	NaN	NaN
CDR2L	NaN	NaN	NaN
ALDOC	NaN	0.2966512	0.3107187
XYLT2	NaN	0.417155	NaN
TMUB2	NaN	-0.5234616	0.4322878
AC174470.1	NaN	0.008043693	-0.08147592
FAM195B	NaN	0.008043693	-0.08147592
C17orf59	NaN	4.218102	4.230127
STRA13	NaN	0.3677504	-0.5257155
RNF213	NaN	-0.3154503	-0.05769285
DTNA	NaN	2.057209	NaN
SERPINB2	NaN	0.8541269	2.000231
CTIF	NaN	0.1186362	-0.4234168
ATP8B1	NaN	-0.2257684	-0.3755121
RAB31	NaN	-0.2398458	0.07116347
PIGN	NaN	NaN	NaN
OSBPL1A	NaN	0.4122509	0.04068972
TTC39C	NaN	NaN	NaN
KATNAL2	NaN	0.1182257	-0.1200864
CDH2	NaN	0.2781287	-0.2083924
SOCS6	NaN	NaN	0.1778682
SLC39A6	NaN	NaN	0.2179976
TWSG1	NaN	NaN	0.4036564
TGFB1	NaN	-0.625177	-0.5105569
AKT2	NaN	0.1148161	-0.07751641
PSENEN	NaN	0.2756815	NaN
PGPEP1	NaN	NaN	NaN
COMP	NaN	-1.065185	0.2373195
CCNE1	NaN	-0.494787	-0.6714002
ALKBH7	NaN	-0.8620348	-0.06963815
SCAMP4	NaN	NaN	NaN
EVI5L	NaN	0.8632048	0.3416651
TFPT	NaN	NaN	NaN
LENG1	NaN	-0.7215914	-0.07915615
NAT14	NaN	0.3515022	-0.3205425
DEDD2	NaN	-1.734655	-1.988461
HOMER3	NaN	-0.2537472	-0.3951811
NFKBIB	NaN	0.0861858	0.2681216
C19orf66	NaN	0.2961729	NaN
SYDE1	NaN	0.1403434	NaN
PPAN-P2RY11	NaN	NaN	NaN
SPPL2B	NaN	0.04358639	0.02396733
GPR108	NaN	0.5355617	0.2839836
ATP5SL	NaN	0.1955829	NaN
HAUS8	NaN	-0.1025946	-0.1696084
C19orf70	NaN	-0.3144065	0.2273542
MRPL54	NaN	0.08007273	0.2963854
ZNF460	NaN	NaN	NaN
CAPS	NaN	1.21052	NaN
DCAF15	NaN	2.565759	1.369259
C3	NaN	-0.0220482	-0.04502356
SERINC3	NaN	NaN	NaN
PLCB4	NaN	1.674015	-0.2528999
TMEM230	NaN	0.07036044	-0.09788042
STX16-NPEPL1	NaN	-0.1644001	0.09622785
HCK	NaN	0.5784562	0.6028104
C20orf24	NaN	0.09907928	0.4403417
NCOA3	NaN	NaN	-0.4198624
SLC23A2	NaN	0.6526065	NaN
SYNJ1	NaN	0.3297193	0.09204801
SH3BGR	NaN	0.6309747	0.355488
CBS	NaN	0.292599	2.764248
CBR1	NaN	1.600643	0.1082231
JAM2	NaN	NaN	NaN
SLC19A1	NaN	-0.0870554	NaN
C2CD2	NaN	NaN	-0.298541
LTN1	NaN	0.2414581	-0.02233227
ATP6E	NaN	0.6951852	0.3037568
TSPO	NaN	0.47315	0.637446
MTMR3	NaN	-0.1462557	-0.3974655
HIC2	NaN	NaN	3.375341
MAPK12	NaN	-0.09990112	-0.02019987
ARSA	NaN	0.109312	-0.3359406
CHADL	NaN	0.07973532	0.05790218
NAGA	NaN	-0.3532104	-0.13711
OSBP2	NaN	0.1709136	NaN
GATSL3	NaN	2.245437	0.3255938
NEFH	NaN	NaN	-0.07228592
E2F8	NaN	2.780413	2.216116
MARK2	NaN	0.03114976	-0.08338355
UBE2Q2	NaN	0.1294182	NaN
UBE2Q1	NaN	0.1294182	NaN
RPS27	NaN	0.2620191	0.5146763
MEF2A	NaN	-0.3490255	-0.2199584
MEF2C	NaN	-0.3490255	-0.2199584
HIST1H2BJ	NaN	-0.8272499	-0.8640177
HIST2H2BE	NaN	-0.8272499	-0.8640177
HIST1H2BB	NaN	-0.8272499	-0.8640177
HIST1H2BO	NaN	-0.8272499	-0.8640177
HIST1H2BD	NaN	-1.026659	-0.6680284
HIST1H2BI	NaN	-1.026659	-0.6680284
HIST1H2BC	NaN	-1.026659	-0.6680284
HIST1H2BL	NaN	-1.026659	-0.6680284
HIST1H2BG	NaN	-1.026659	-0.6680284
HIST1H2BH	NaN	-1.026659	-0.6680284
HIST1H2BE	NaN	-1.026659	-0.6680284
HIST1H2BF	NaN	-1.026659	-0.6680284
HIST1H2BK	NaN	-1.026659	-0.6680284
HIST2H2BF	NaN	-1.026659	-0.6680284
HIST1H2BN	NaN	-1.026659	-0.6680284
H2AFR	NaN	-0.9468058	-0.6090931
HIST1H2AB	NaN	-0.9468058	-0.6090931
HIST1H2AE	NaN	-0.9468058	-0.6090931
HIST1H2AC	NaN	-0.9468058	-0.6090931
HIST3H2A	NaN	-0.9468058	-0.6090931
HIST1H2AJ	NaN	-0.9468058	-0.6090931
HIST1H2AK	NaN	-0.9468058	-0.6090931
HIST1H2AH	NaN	-0.9468058	-0.6090931
HIST1H2AI	NaN	-0.9468058	-0.6090931
HIST1H2AG	NaN	-0.9468058	-0.6090931
HIST1H2AD	NaN	-0.9468058	-0.6090931
HIST1H2AL	NaN	-0.9468058	-0.6090931
HIST1H2AM	NaN	-0.9468058	-0.6090931
RPS6KA2	NaN	0.1438509	-0.01192489
BNIP3	NaN	NaN	NaN
BNIP3P1	NaN	NaN	NaN
TUBBP1	NaN	-0.1731275	-0.193961
RP11-683L23.1	NaN	-0.1731275	-0.193961
UBTD1	NaN	0.2084443	-0.2649567
UBTD2	NaN	0.2084443	-0.2649567
GRK6	NaN	NaN	-0.02361025
GRK5	NaN	NaN	-0.02361025
CAMK2B	NaN	0.3463529	0.1689174
RAB11FIP2	NaN	-0.1518588	-0.5271705
FAM45B	NaN	0.622547	0.2012776
RP11-467L13.5	NaN	-0.4708231	0.06828676
CDK3	NaN	0.1230254	0.5499158
CPNE5	NaN	0.3389911	0.2960491
DPY19L2	NaN	0.120749	0.08707431
TUBA3E	NaN	NaN	NaN
HMGB1P1	NaN	-0.8818212	-0.5795664
SIX3	NaN	-0.7967639	NaN
SIX6	NaN	-0.7967639	NaN
CTAGE9	NaN	0.03661466	-0.05060615
RPL10L	NaN	-0.3652446	-0.1905515
BTBD1	NaN	NaN	NaN
CAPN15	NaN	0.219497	-0.212009
SMCR5	NaN	0.219497	-0.212009
FZD7	NaN	-0.2507192	-0.6613848
FZD2	NaN	-0.2507192	-0.6613848
SUMO4	NaN	-0.2679553	-0.02984161
SMARCD3	NaN	-0.1852683	NaN
DYRK1B	NaN	0.1963907	-0.6714745
RAB3C	NaN	0.1619438	-0.2274946
CYTH3	NaN	-0.3179987	-0.05105147
KDELR2	NaN	0.1109003	0.01463077
MYL3	NaN	-0.213239	-0.1510873
MYL1	NaN	-0.213239	-0.1510873
RBPJL	NaN	NaN	NaN
DOPEY1	NaN	-0.1012467	0.2187158
EPHA3	NaN	NaN	NaN
KIAA1549	NaN	-0.1712199	-0.429458
PCYT1B	NaN	0.09389447	0.000346332
SMAD1	NaN	-0.2032637	0.4444194
UBE2D3	NaN	-0.06101577	0.2701733
ATP6V1G2	NaN	0.6484848	0.3125988
ATP6V1G2	NaN	0.6484848	0.3125988
ATP6V1G2	NaN	0.6484848	0.3125988
ATP6V1G2	NaN	0.6484848	0.3125988
ATP6V1G2	NaN	0.6484848	0.3125988
ATP6V1G2	NaN	0.6484848	0.3125988
ATP6V1G2	NaN	0.6484848	0.3125988
ATP6V1G2-DDX39B	NaN	0.6484848	0.3125988
PSMB8	NaN	0.09764076	0.3256477
PSMB8	NaN	0.09764076	0.3256477
PSMB8	NaN	0.09764076	0.3256477
PSMB8	NaN	0.09764076	0.3256477
PSMB8	NaN	0.09764076	0.3256477
PSMB8	NaN	0.09764076	0.3256477
PSMB8	NaN	0.09764076	0.3256477
PSMB8	NaN	0.09764076	0.3256477
PPP1R11	NaN	0.2444116	0.5695648
PPP1R11	NaN	0.2444116	0.5695648
PPP1R11	NaN	0.2444116	0.5695648
PPP1R11	NaN	0.2444116	0.5695648
PPP1R11	NaN	0.2444116	0.5695648
PPP1R11	NaN	0.2444116	0.5695648
PPP1R11	NaN	0.2444116	0.5695648
PPP1R11	NaN	0.2444116	0.5695648
GNL1	NaN	-0.1031284	-0.03365201
TRIM39	NaN	NaN	NaN
TRIM39	NaN	NaN	NaN
TRIM39	NaN	NaN	NaN
TRIM39	NaN	NaN	NaN
TRIM39	NaN	NaN	NaN
TRIM39	NaN	NaN	NaN
TRIM39	NaN	NaN	NaN
HSPA1L	NaN	NaN	NaN
HSPA1L	NaN	NaN	NaN
HSPA1L	NaN	NaN	NaN
PRRC2A	NaN	-0.1154328	0.1604273
PRRC2A	NaN	-0.1154328	0.1604273
PRRC2A	NaN	-0.1154328	0.1604273
PRRC2A	NaN	-0.1154328	0.1604273
PRRC2A	NaN	-0.1154328	0.1604273
PRRC2A	NaN	-0.1154328	0.1604273
HLA-G	NaN	0.8196995	0.2185647
HLA-G	NaN	0.8196995	0.2185647
HLA-G	NaN	0.8196995	0.2185647
HLA-G	NaN	0.8196995	0.2185647
HLA-G	NaN	0.8196995	0.2185647
HLA-G	NaN	0.8196995	0.2185647
HLA-G	NaN	0.8196995	0.2185647
HLA-C	NaN	0.6573542	0.1320561
HLA-B	NaN	0.6492991	-0.1133004
HLA-B	NaN	0.6492991	-0.1133004
HLA-B	NaN	0.6492991	-0.1133004
PHF1	NaN	0.01382936	NaN
PHF1	NaN	0.01382936	NaN
MRRFP1	NaN	-0.4315695	NaN
HLA-A	NaN	-0.1362842	0.4528464
HLA-A	NaN	0.01423727	-0.1826923
HLA-C	NaN	NaN	0.6323159
HLA-C	NaN	NaN	0.6323159
HLA-A	NaN	0.07621947	-0.0203421
HLA-A	NaN	0.07621947	-0.0203421
HLA-A	NaN	0.07621947	-0.0203421
SLC16A2	NaN	NaN	0.3503571
OPHN1	NaN	0.01579717	0.2515731
TRAPPC2	NaN	0.1827043	NaN
ARMCX2	NaN	0.8184267	0.2425499
KDM6A	NaN	NaN	NaN
ARMCX1	NaN	0.9570475	0.6723586
TEX13A	NaN	-0.148739	0.3164203
F8A3	NaN	0.1563698	NaN
F8A1	NaN	0.1563698	NaN
F8A2	NaN	0.1563698	NaN
ARMCX6	NaN	NaN	NaN
BEX1	NaN	-0.3034388	-0.5735683
IDS	NaN	NaN	1.816139
DNASE1L1	NaN	1.128499	NaN
C1GALT1C1	NaN	0.0944334	0.102899
CD99L2	NaN	0.0690048	-0.02048444
HMGB3	NaN	-1.002955	-0.7666376
TIMM17B	NaN	0.5613665	NaN
TMLHE	NaN	-0.2051422	NaN
ELK1	NaN	-0.3474389	NaN
TCEAL3	NaN	0.1902563	-0.417488
TCEAL5	NaN	0.1902563	-0.417488
CHRDL1	NaN	0.5525795	0.1319455
LRCH2	NaN	0.06007096	-0.1083571
GEMIN8	NaN	-0.1465248	0.3836423
USP9Y	NaN	0.07545923	-0.1949696
USP9Y	NaN	NaN	-0.2898345
CLH22	NaN	0.01651535	0.02497155
BAG1	NaN	NaN	NaN
C16orf13	NaN	0.2541106	0.3456295
PABPC4L	NaN	NaN	NaN
LYN	NaN	0.3568642	0.1613304
ICMT	-0.3967466	NaN	NaN
CPSF3L	-0.4486268	NaN	NaN
LCK	NaN	NaN	NaN
TRIT1	-0.1542972	NaN	NaN
CGN	-0.9269221	NaN	NaN
IRF6	-0.7035954	NaN	NaN
RLF	-0.3052535	NaN	NaN
PIK3CD	NaN	NaN	NaN
PARS2	-0.6072676	NaN	NaN
FBXO28	-0.5910864	NaN	NaN
METTL18	NaN	NaN	NaN
TAF12	NaN	NaN	NaN
PIK3CD	0.2326488	NaN	NaN
EYA3	-0.7691277	NaN	NaN
INADL	0.1192898	NaN	NaN
CTNNBIP1	NaN	NaN	NaN
ARHGEF16	-0.1005704	NaN	NaN
TSTD1	-0.6033363	NaN	NaN
RC3H1	-0.4534141	NaN	NaN
LRRC8D	-0.2950233	NaN	NaN
AGO3	NaN	NaN	NaN
MUTYH	NaN	NaN	NaN
MARC2	0.5423073	NaN	NaN
SSX2IP	NaN	NaN	NaN
SKI	NaN	NaN	NaN
TAF5L	NaN	NaN	NaN
RUNX3	NaN	NaN	NaN
SZRD1	NaN	NaN	NaN
FAM76A	NaN	NaN	NaN
DPM3	-1.283738	NaN	NaN
WRAP73	NaN	NaN	NaN
TMEM206	-0.206745	NaN	NaN
ACP6	-0.2240687	NaN	NaN
VPS13D	-0.05410765	NaN	NaN
MECR	-0.1343821	NaN	NaN
TYW3	-0.8271136	NaN	NaN
PRKAB2	NaN	NaN	NaN
EGLN1	0.09192488	NaN	NaN
ORC1	-0.3667344	NaN	NaN
DDX59	0.8242528	NaN	NaN
PAFAH2	NaN	NaN	NaN
MAP3K6	NaN	NaN	NaN
SNIP1	-0.4688307	NaN	NaN
TMEM56	0.5327029	NaN	NaN
PUSL1	NaN	NaN	NaN
PPIAL4G	NaN	NaN	NaN
HRNR	NaN	NaN	NaN
LAMB3	-0.96003	NaN	NaN
RERE	NaN	NaN	NaN
RPF1	-0.5091218	NaN	NaN
ZBTB40	-0.6923143	NaN	NaN
POLR3C	-0.4880651	NaN	NaN
DNM3	NaN	NaN	NaN
RBP7	0.2732175	NaN	NaN
ZNF644	-0.1324198	NaN	NaN
C1orf131	-0.883236	NaN	NaN
NFYC	-0.02916748	NaN	NaN
ALG6	-0.04817354	NaN	NaN
S100A2	1.224156	NaN	NaN
ABL2	NaN	NaN	NaN
EPB41	-0.2438901	NaN	NaN
WDTC1	0.1941251	NaN	NaN
ZBTB7B	NaN	NaN	NaN
GON4L	NaN	NaN	NaN
USP33	1.894103	NaN	NaN
NOS1AP	-0.7343923	NaN	NaN
SPEN	-0.01457243	NaN	NaN
KCNK1	NaN	NaN	NaN
SSBP3	NaN	NaN	NaN
PLEKHG5	NaN	NaN	NaN
GATAD2B	-0.4500844	NaN	NaN
VAMP4	0.1282677	NaN	NaN
SASS6	-0.7405543	NaN	NaN
POGK	3.429346	NaN	NaN
ZMYM1	-0.5081716	NaN	NaN
VPS72	-0.03977008	NaN	NaN
TADA1	NaN	NaN	NaN
AGTRAP	0.2766988	NaN	NaN
SDE2	-0.5479911	NaN	NaN
DTL	NaN	NaN	NaN
TM2D1	0.6362016	NaN	NaN
CDC20	-1.235824	NaN	NaN
ATPAF1	0.2259689	NaN	NaN
RCOR3	-0.1695986	NaN	NaN
CDA	1.294592	NaN	NaN
CTH	-0.2135771	NaN	NaN
S100A8	NaN	NaN	NaN
ESPN	0.8750175	NaN	NaN
PKLR	NaN	NaN	NaN
CDK18	NaN	NaN	NaN
KIAA2013	-0.2921534	NaN	NaN
KIAA2013	-0.2921534	NaN	NaN
RSBN1	NaN	NaN	NaN
MEAF6	-1.083172	NaN	NaN
FBXO42	NaN	NaN	NaN
CREG1	NaN	NaN	NaN
RXRG	NaN	NaN	NaN
AGO4	0.253074	NaN	NaN
F11R	-0.8385008	NaN	NaN
PTGFRN	0.2910973	NaN	NaN
MARC1	0.3081864	NaN	NaN
KCTD3	-0.6131865	NaN	NaN
TOMM20	NaN	NaN	NaN
ATP1A2	0.2352399	NaN	NaN
PRKAA2	-0.5784012	NaN	NaN
NRAS	0.1760205	NaN	NaN
LAD1	-1.23664	NaN	NaN
PFKFB2	0.2003725	NaN	NaN
F5	-0.1376336	NaN	NaN
FAAH	-0.035839	NaN	NaN
STIL	NaN	NaN	NaN
RAVER2	NaN	NaN	NaN
ACOT11	NaN	NaN	NaN
IGSF3	0.2474149	NaN	NaN
IVNS1ABP	NaN	NaN	NaN
SMYD2	0.3929595	NaN	NaN
MDM4	NaN	NaN	NaN
RRP15	-0.7107121	NaN	NaN
ERO1LB	NaN	NaN	NaN
TOE1	-0.4409809	NaN	NaN
MKNK1	0.2175853	NaN	NaN
OMA1	-0.0301817	NaN	NaN
FOXJ3	NaN	NaN	NaN
CNKSR1	NaN	NaN	NaN
GPR89C	0.4340276	NaN	NaN
DUSP23	-0.537131	NaN	NaN
MPC2	0.6709203	NaN	NaN
ACBD6	-0.7771045	NaN	NaN
C1orf52	NaN	NaN	NaN
LRIF1	0.04628156	NaN	NaN
FBXO6	0.0343398	NaN	NaN
ERRFI1	-0.1601751	NaN	NaN
CEP85	NaN	NaN	NaN
HOOK1	-0.2734453	NaN	NaN
AHDC1	NaN	NaN	NaN
LDLRAP1	NaN	NaN	NaN
LEPROT	NaN	NaN	NaN
TACSTD2	NaN	NaN	NaN
RNPC3	0.5280712	NaN	NaN
FBXO2	1.884117	NaN	NaN
PTPRU	1.338302	NaN	NaN
CTBS	0.6478334	NaN	NaN
S100A14	-3.460037	NaN	NaN
GDAP2	0.03351105	NaN	NaN
OBSCN	-0.1002211	NaN	NaN
TTF2	-0.605647	NaN	NaN
SLC27A3	NaN	NaN	NaN
FLVCR1	NaN	NaN	NaN
SMPDL3B	-0.8189853	NaN	NaN
ELF3	NaN	NaN	NaN
THEM4	-0.47696	NaN	NaN
ZNHIT6	-0.1414543	NaN	NaN
ARNT	NaN	NaN	NaN
ASH1L	NaN	NaN	NaN
TRIM11	NaN	NaN	NaN
PCSK9	NaN	NaN	NaN
NVL	-0.1143645	NaN	NaN
TNNI3K	-0.1825404	NaN	NaN
RAB25	-1.410372	NaN	NaN
TRNAU1AP	NaN	NaN	NaN
CEP350	-2.149647	NaN	NaN
TNNI3K	-0.194977	NaN	NaN
POGZ	-0.1805607	NaN	NaN
ABCB10	-0.1617016	NaN	NaN
MED18	-0.1855538	NaN	NaN
GLRX2	NaN	NaN	NaN
ADCK3	0.4088205	NaN	NaN
S100A4	-0.02989736	NaN	NaN
INTS7	-0.6396695	NaN	NaN
GNG5	-0.05455706	NaN	NaN
LRRC41	-0.2470631	NaN	NaN
DVL1	NaN	NaN	NaN
YY1AP1	NaN	NaN	NaN
RUSC1	NaN	NaN	NaN
SEC22B	0.255682	NaN	NaN
BCL9	NaN	NaN	NaN
EDARADD	NaN	NaN	NaN
C1orf226	NaN	NaN	NaN
C1orf122	NaN	NaN	NaN
MZT2B	NaN	NaN	NaN
RTKN	0.3696061	NaN	NaN
DTNB	NaN	NaN	NaN
KIF3C	-0.4205302	NaN	NaN
SLC30A6	0.1565814	NaN	NaN
SAP130	0.4468479	NaN	NaN
ODC1	NaN	NaN	NaN
MZT2A	0.4006039	NaN	NaN
ZFP36L2	NaN	NaN	NaN
R3HDM1	NaN	NaN	NaN
TMEM131	0.3167371	NaN	NaN
EPCAM	-2.192477	NaN	NaN
PIKFYVE	0.04601546	NaN	NaN
COMMD1	-0.00662142	NaN	NaN
CAPG	0.2195867	NaN	NaN
SMC6	0.002594432	NaN	NaN
PAPOLG	-0.5796142	NaN	NaN
GTF3C3	-0.3396876	NaN	NaN
KDM3A	-0.4590901	NaN	NaN
SOWAHC	NaN	NaN	NaN
ITM2C	NaN	NaN	NaN
NDUFAF7	-0.01624095	NaN	NaN
D2HGDH	NaN	NaN	NaN
NBEAL1	-0.2616212	NaN	NaN
HJURP	0.01891905	NaN	NaN
STARD7	NaN	NaN	NaN
MTIF2	-0.4691613	NaN	NaN
NMI	0.6333229	NaN	NaN
ACYP2	0.9289577	NaN	NaN
SLC1A4	0.2370741	NaN	NaN
METTL8	-2.124561	NaN	NaN
MTA3	-0.482311	NaN	NaN
REV1	NaN	NaN	NaN
TFCP2L1	NaN	NaN	NaN
FASTKD1	NaN	NaN	NaN
HEATR5B	-0.05302967	NaN	NaN
C2orf44	NaN	NaN	NaN
KHK	NaN	NaN	NaN
BARD1	NaN	NaN	NaN
IGFBP2	NaN	NaN	NaN
TRAPPC12	0.01249718	NaN	NaN
VPS54	NaN	NaN	NaN
BUB1	-0.00496842	NaN	NaN
C2orf43	-0.0974914	NaN	NaN
